idx,Option,Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,1yr,2yr,2w%,1m%,2m%,3m%,4m%,5m%,6m%,7m%,8m%,9m%,10m%,11m%,1yr%,2yr%,active,done,skip,source,exchange
350,False,2015-08-19,2015-08-17,BCLI,Brainstorm Cell Therapeutics Inc.,Bibring Yoram,CFO,P - Purchase,3.22,41500.0,41500.0,New,121180.0,3.01,3.2,2.88,2.85,2.96,2.9,2.34,2.5,2.17,2.12,2.32,2.55,2.38,4.2,-6.52,-0.62,-10.56,-11.49,-8.07,-9.94,-27.33,-22.36,-32.61,-34.16,-27.95,-20.81,-26.09,30.43,True,True,True,YF,NASDAQ
347,False,2015-08-19,2015-08-18,CYTX,"Cytori Therapeutics, Inc.",Girao Tiago,"VP, CFO",P - Purchase,0.0,25000.0,88000.0,40.0,9750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
348,False,2015-08-19,2015-08-19,PTX,"Pernix Therapeutics Holdings, Inc.",Patel Sanjay S,CFO,P - Purchase,0.0,5000.0,7000.0,250.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
346,False,2015-08-19,2015-08-18,CARA,"Cara Therapeutics, Inc.",Schoell Josef,CFO,P - Purchase,21.4,3000.0,28000.0,12.0,66300.0,19.16,20.83,14.54,15.41,14.15,15.01,7.75,5.12,6.77,5.53,5.41,5.23,6.23,14.03,-10.47,-2.66,-32.06,-27.99,-33.88,-29.86,-63.79,-76.07,-68.36,-74.16,-74.72,-75.56,-70.89,-34.44,True,True,True,YF,NASDAQ
354,False,2015-08-18,2015-08-18,FVRG,Forevergreen Worldwide Corp,Eldridge Jack B Jr,"CFO, Treasurer",P - Purchase,0.0,10000.0,119799.0,9.0,9410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
356,False,2015-08-18,2015-08-17,NLY,Annaly Capital Management Inc,Votek Glenn,CFO,P - Purchase,4.944,25000.0,51509.0,94.0,259000.0,4.86,4.83,5.04,4.66,4.67,4.73,4.82,5.23,5.31,5.35,5.56,5.71,5.75,7.38,-1.7,-2.31,1.94,-5.74,-5.54,-4.33,-2.51,5.78,7.4,8.21,12.46,15.49,16.3,49.27,True,True,True,YF,NYSE
352,False,2015-08-18,2015-08-17,CCC,Calgon Carbon Corp,Schott Stevan R,"SVP, CFO",P - Purchase,0.0,5650.0,31571.0,22.0,91762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
353,False,2015-08-18,2015-08-17,LOV,Spark Networks Inc,O'Hare Robert,CFO,P - Purchase,0.0,19000.0,19000.0,New,59204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
355,False,2015-08-18,2015-08-17,CPST,Capstone Turbine Corp,Brooks Jayme L.,"CFO, CAO",P - Purchase,0.0,10000.0,161645.0,7.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
351,False,2015-08-18,2015-08-14,NSA,National Storage Affiliates Trust,Fischer Tamara D,CFO,P - Purchase,9.962,2500.0,19500.0,15.0,31595.0,9.89,10.04,11.7,11.61,12.72,13.29,13.57,15.24,16.3,16.02,16.97,16.87,17.19,18.59,-0.72,0.78,17.45,16.54,27.69,33.41,36.22,52.98,63.62,60.81,70.35,69.34,72.56,86.61,True,True,True,YF,NYSE
363,False,2015-08-17,2015-08-13,CAW,Cca Industries Inc,Heit Stephen,"CFO, EVP",P - Purchase,0.0,1000.0,3680.0,37.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
365,False,2015-08-17,2015-08-10,NSYS,Nortech Systems Inc,Graff Paula M,"VP, CFO",P - Purchase,4.26,2119.0,2619.0,424.0,8689.0,4.2,4.0,4.25,4.09,4.13,4.16,3.83,3.79,3.81,3.75,3.8,3.66,3.95,3.53,-1.41,-6.1,-0.23,-3.99,-3.05,-2.35,-10.09,-11.03,-10.56,-11.97,-10.8,-14.08,-7.28,-17.14,True,True,True,YF,NASDAQ
367,False,2015-08-17,2015-08-13,AVID,"Avid Technology, Inc.",Frederick John W.,"EVP, CFO, Chief Admin Officer",P - Purchase,9.12,10000.0,152741.0,7.0,97000.0,8.45,8.97,8.56,6.66,6.68,7.4,7.36,6.96,5.96,5.26,5.95,6.15,9.07,4.28,-7.35,-1.64,-6.14,-26.97,-26.75,-18.86,-19.3,-23.68,-34.65,-42.32,-34.76,-32.57,-0.55,-53.07,True,True,True,YF,NASDAQ
366,False,2015-08-17,2015-08-13,HTZ,Hertz Global Holdings Inc,Kennedy Thomas C,"Senior EVP, CFO",P - Purchase,22.0,25000.0,66000.0,61.0,456000.0,20.25,16.0,15.1,15.55,25.7,21.0,20.57,18.25,19.07,0.0,0.0,0.0,0.0,0.0,-7.95,-27.27,-31.36,-29.32,16.82,-4.55,-6.5,-17.05,-13.32,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,NASDAQ
358,False,2015-08-17,2015-08-13,TBPH,"Theravance Biopharma, Inc.",Gala Renee D,"SVP, CFO",P - Purchase,11.95,10000.0,161177.0,7.0,121750.0,14.57,13.83,14.0,17.5,18.49,14.67,17.26,17.55,24.31,17.97,22.57,23.65,26.98,25.2,21.92,15.73,17.15,46.44,54.73,22.76,44.44,46.86,103.43,50.38,88.87,97.91,125.77,110.88,True,True,True,YF,NASDAQ
368,False,2015-08-17,2015-08-13,PDLI,"Pdl Biopharma, Inc.",Garcia Peter S,"VP, CFO",P - Purchase,0.0,20000.0,95872.0,26.0,116502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
360,False,2015-08-17,2015-08-13,CTRE,"Caretrust Reit, Inc.",Wagner William M,"CFO, Secretary, Treasurer",P - Purchase,8.198,35000.0,112635.0,45.0,367500.0,8.25,8.14,8.46,8.04,7.82,8.14,7.66,8.85,9.75,9.82,10.14,10.19,11.36,,0.63,-0.71,3.2,-1.93,-4.61,-0.71,-6.56,7.95,18.93,19.79,23.69,24.3,38.57,,True,True,True,YF,NASDAQ
357,False,2015-08-17,2015-08-14,PEGI,Pattern Energy Group Inc.,Lyon Michael J.,CFO,P - Purchase,0.0,9000.0,98809.0,10.0,208047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
361,False,2015-08-17,2015-08-14,FVE,Five Star Quality Care Inc,Hoagland Paul V,"Treasurer, CFO",P - Purchase,34.8,15000.0,195000.0,8.0,51750.0,34.0,30.0,33.7,34.8,38.0,29.5,23.0,25.8,25.5,24.0,20.0,23.0,19.8,15.0,-2.3,-13.79,-3.16,0.0,9.2,-15.23,-33.91,-25.86,-26.72,-31.03,-42.53,-33.91,-43.1,-56.9,False,True,True,YF,
362,False,2015-08-17,2015-08-14,RESI,Altisource Residential Corp,Lowe Robin N,CFO,P - Purchase,14.77,7000.0,7000.0,New,101360.0,13.66,14.21,14.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.52,-3.79,-2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,YF,
364,False,2015-08-17,2015-08-14,CHMI,Cherry Hill Mortgage Investment Corp,Levine Martin,CFO,P - Purchase,8.004,1000.0,12600.0,9.0,16210.0,7.88,7.83,7.88,7.53,7.45,6.78,7.13,7.58,7.73,7.73,8.45,8.7,8.7,,-1.55,-2.17,-1.55,-5.92,-6.92,-15.29,-10.92,-5.3,-3.42,-3.42,5.57,8.7,8.7,,True,True,True,YF,NYSE
359,False,2015-08-17,2015-08-14,PDVW,"Pacific Datavision, Inc.",Gray Timothy,CFO,P - Purchase,0.0,400.0,972.0,70.0,12968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
375,False,2015-08-14,2015-08-13,HEB,Hemispherx Biopharma Inc,Equels Thomas K.,"CFO, Pres,Sec., Vice COB",P - Purchase,0.0,79104.0,1384548.0,6.0,14240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
371,False,2015-08-14,2015-08-14,INN,"Summit Hotel Properties, Inc.",Dowell Greg A,"EVP, CFO",P - Purchase,9.75,5000.0,51538.0,11.0,61110.0,9.17,9.62,9.72,10.41,10.31,9.71,7.73,8.43,9.51,9.35,10.12,9.93,11.51,16.42,-5.95,-1.33,-0.31,6.77,5.74,-0.41,-20.72,-13.54,-2.46,-4.1,3.79,1.85,18.05,68.41,True,True,True,YF,NYSE
374,False,2015-08-14,2015-08-12,APLE,"Apple Hospitality Reit, Inc.",Peery Bryan,"EVP, CFO",P - Purchase,12.837,7711.0,95000.0,9.0,139184.0,12.13,12.96,13.53,14.28,14.41,14.31,,,15.02,14.77,14.68,14.5,14.39,15.45,-5.51,0.96,5.4,11.24,12.25,11.47,,,17.01,15.06,14.36,12.95,12.1,20.36,True,True,True,YF,NYSE
373,False,2015-08-14,2015-08-13,DXPE,Dxp Enterprises Inc,McConnell Hugh H,SVP CFO,P - Purchase,30.02,10000.0,126870.0,9.0,255750.0,27.15,29.96,28.31,30.16,32.59,22.5,15.52,16.4,19.66,22.06,13.63,15.23,16.78,28.29,-9.56,-0.2,-5.7,0.47,8.56,-25.05,-48.3,-45.37,-34.51,-26.52,-54.6,-49.27,-44.1,-5.76,True,True,True,YF,NASDAQ
372,False,2015-08-14,2015-08-13,HMSY,Hms Holdings Corp,Sherman Jeffrey Scott,"EVP, CFO , Treasurer",P - Purchase,0.0,10760.0,83128.0,15.0,100076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
370,False,2015-08-14,2015-08-13,DXPE,Dxp Enterprises Inc,McConnell Hugh H,SVP CFO,P - Purchase,30.02,10000.0,126870.0,9.0,300750.0,27.15,29.96,28.31,30.16,32.59,22.5,15.52,16.4,19.66,22.06,13.63,15.23,16.78,28.29,-9.56,-0.2,-5.7,0.47,8.56,-25.05,-48.3,-45.37,-34.51,-26.52,-54.6,-49.27,-44.1,-5.76,True,True,True,YF,NASDAQ
378,False,2015-08-13,2015-08-12,CLBS,"Caladrius Biosciences, Inc.",Vaters Robert S,"Pres, CFO",P - Purchase,13.8,12385.0,228750.0,6.0,16681.0,12.5,17.3,15.1,11.5,12.9,10.5,5.5,5.8,7.1,7.1,5.4,6.5,5.48,4.09,-9.42,25.36,9.42,-16.67,-6.52,-23.91,-60.14,-57.97,-48.55,-48.55,-60.87,-52.9,-60.29,-70.36,True,True,True,YF,NASDAQ
377,False,2015-08-13,2015-08-11,CTB,Cooper Tire & Rubber Co,Jones Ginger M,"VP, CFO",P - Purchase,0.0,4000.0,30665.0,15.0,148750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
376,False,2015-08-13,2015-08-07,SURP,"Surepure, Inc.",Robinson Stephen Michael,CFO,P - Purchase,0.0,4500000.0,5283637.0,574.0,675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
382,False,2015-08-12,2015-08-12,HSC,Harsco Corp,Minan Peter Francis,"SVP,amp; CFO",P - Purchase,11.259,5000.0,24461.0,26.0,57900.0,10.55,10.98,9.44,10.8,9.87,8.09,6.08,6.1,5.39,6.25,6.0,7.04,9.7,15.5,-6.3,-2.48,-16.16,-4.08,-12.34,-28.15,-46.0,-45.82,-52.13,-44.49,-46.71,-37.47,-13.85,37.67,True,True,True,YF,NYSE
379,False,2015-08-12,2015-08-12,HTGM,"Htg Molecular Diagnostics, Inc",McMeans Shaun D,"VP, Finance, Admin., CFO",P - Purchase,115.35,650.0,3486.0,23.0,4875.0,77.4,90.75,117.3,79.35,77.25,63.75,50.7,42.45,41.97,42.3,43.5,38.85,37.5,33.75,-32.9,-21.33,1.69,-31.21,-33.03,-44.73,-56.05,-63.2,-63.62,-63.33,-62.29,-66.32,-67.49,-70.74,True,True,True,YF,NASDAQ
383,False,2015-08-12,2015-08-12,TROV,"Trovagene, Inc.",Zaniboni Steve,CFO,P - Purchase,0.0,15000.0,21329.0,237.0,81450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
380,False,2015-08-12,2015-08-11,KCG,"Kcg Holdings, Inc.",Parratt Steffen,CFO,P - Purchase,0.0,25000.0,67053.0,59.0,248000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
381,False,2015-08-12,2015-08-10,BTN,"Ballantyne Strong, Inc.",Legband Nathan D,"SVP, CFO, Treasurer",P - Purchase,4.35,3000.0,23000.0,15.0,12649.0,4.3,4.74,4.64,4.41,4.24,4.64,4.39,4.24,4.66,4.53,5.08,5.15,5.23,6.68,-1.15,8.97,6.67,1.38,-2.53,6.67,0.92,-2.53,7.13,4.14,16.78,18.39,20.23,53.56,True,True,True,YF,AMEX
384,False,2015-08-12,2015-08-10,OCIR,Oci Resources LP,Kremke Kevin L,CFO,P - Purchase,0.0,4000.0,15606.0,34.0,90480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
393,False,2015-08-11,2015-08-07,REXX,Rex Energy Corp,Rajan Thomas,CFO,P - Purchase,0.0,40000.0,230000.0,21.0,92000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
386,False,2015-08-11,2015-08-10,MG,"Mistras Group, Inc.",Wolk Jonathan H,"EVP, CFO",P - Purchase,14.83,2000.0,27884.0,8.0,29780.0,14.1,13.95,13.08,18.9,21.12,18.83,22.13,22.84,24.39,24.37,25.01,23.87,25.16,20.56,-4.92,-5.93,-11.8,27.44,42.41,26.97,49.22,54.01,64.46,64.33,68.64,60.96,69.66,38.64,True,True,True,YF,NYSE
385,False,2015-08-11,2015-08-10,ATEC,"Alphatec Holdings, Inc.",O'Neill Michael,CFO,P - Purchase,8.76,13488.0,126222.0,12.0,9779.0,6.6,6.96,4.44,4.56,3.0,3.36,5.4,3.48,3.0,2.76,2.52,5.28,4.8,1.6,-24.66,-20.55,-49.32,-47.95,-65.75,-61.64,-38.36,-60.27,-65.75,-68.49,-71.23,-39.73,-45.21,-81.74,True,True,True,YF,NASDAQ
387,False,2015-08-11,2015-08-07,RSO,Resource Capital Corp.,Bryant David J,"SVP, CFO, Treas.",P - Purchase,0.0,15000.0,207378.0,8.0,46499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
390,True,2015-08-11,2015-08-11,LXU,Lsb Industries Inc,Behrman Mark T,"EVP, CFO",P - Purchase,18.246,3000.0,4000.0,300.0,75450.0,17.69,18.5,11.83,12.03,4.82,5.47,4.29,7.9,10.15,10.2,10.37,9.59,8.75,5.38,-3.05,1.39,-35.16,-34.07,-73.58,-70.02,-76.49,-56.7,-44.37,-44.1,-43.17,-47.44,-52.04,-70.51,True,True,True,YF,NYSE
392,False,2015-08-11,2015-08-11,NEON,"Neonode, Inc","Lindqvist Lars, Goran",CFO,P - Purchase,26.5,10000.0,35000.0,40.0,26000.0,23.1,27.6,25.1,25.3,26.9,24.5,23.1,24.1,20.1,20.0,17.1,16.2,15.0,10.7,-12.83,4.15,-5.28,-4.53,1.51,-7.55,-12.83,-9.06,-24.15,-24.53,-35.47,-38.87,-43.4,-59.62,True,True,True,YF,NASDAQ
388,False,2015-08-11,2015-08-11,FCSC,"Fibrocell Science, Inc.",Goldan Keith A.,"SVP, CFO",P - Purchase,0.0,2000.0,2000.0,New,12660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
389,False,2015-08-11,2015-08-11,CLBS,"Caladrius Biosciences, Inc.",Vaters Robert S,"Pres, CFO",P - Purchase,12.5,81000.0,216365.0,60.0,100173.0,12.5,17.3,15.1,11.5,12.9,10.5,5.5,5.8,7.1,7.1,5.4,6.5,5.48,4.09,0.0,38.4,20.8,-8.0,3.2,-16.0,-56.0,-53.6,-43.2,-43.2,-56.8,-48.0,-56.16,-67.28,True,True,True,YF,NASDAQ
391,False,2015-08-11,2015-08-11,SSH,"Sunshine Heart, Inc.",Drayton Claudia,CFO,P - Purchase,0.0,4000.0,4000.0,New,10294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
394,False,2015-08-10,2015-08-10,EQC,Equity Commonwealth,Markman Adam Scott,"EVP, CFO",P - Purchase,19.801,4500.0,83855.0,6.0,122445.0,19.01,18.71,20.4,20.98,20.46,20.12,19.58,19.78,20.66,20.51,21.54,21.47,21.64,22.76,-3.99,-5.51,3.03,5.95,3.33,1.61,-1.12,-0.11,4.34,3.58,8.78,8.43,9.29,14.94,True,True,True,YF,NYSE
402,False,2015-08-10,2015-08-10,PSIX,"Power Solutions International, Inc.",Gorey Daniel P,CFO,P - Purchase,33.62,500.0,3129.0,19.0,16490.0,28.0,30.9,22.98,18.02,23.53,18.17,11.8,11.09,14.0,13.05,17.68,18.36,13.99,9.65,-16.72,-8.09,-31.65,-46.4,-30.01,-45.95,-64.9,-67.01,-58.36,-61.18,-47.41,-45.39,-58.39,-71.3,False,True,True,YF,
395,False,2015-08-10,2015-08-06,NEWM,New Media Investment Group Inc.,Freiberg Gregory William,"CFO, CAO",P - Purchase,0.0,12500.0,48269.0,35.0,198500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
398,False,2015-08-10,2015-08-07,MBI,Mbia Inc,Chaplin C Edward,"Pres, CFO, CAO",P - Purchase,6.04,100000.0,956720.0,12.0,632060.0,6.04,7.17,6.24,7.53,6.55,6.42,6.59,8.65,8.0,7.81,7.0,6.92,8.49,9.88,0.0,18.71,3.31,24.67,8.44,6.29,9.11,43.21,32.45,29.3,15.89,14.57,40.56,63.58,True,True,True,YF,NYSE
401,False,2015-08-10,2015-08-07,ALR,Alere Inc.,Hinrichs James F.,"EVP, CFO",P - Purchase,41.8,20000.0,20000.0,New,986570.0,33.1,32.0,32.9,32.1,35.7,30.9,24.9,23.9,23.3,24.9,20.4,24.2,20.3,16.0,-20.81,-23.44,-21.29,-23.21,-14.59,-26.08,-40.43,-42.82,-44.26,-40.43,-51.2,-42.11,-51.44,-61.72,False,True,True,YF,
403,True,2015-08-10,2015-08-07,KAMN,Kaman Corp,Starr Robert D.,"SVP, CFO",P - Purchase,35.658,2100.0,20363.0,11.0,82929.0,34.3,34.02,32.63,34.64,36.03,36.89,35.25,39.17,38.81,38.3,38.14,39.21,39.55,,-3.81,-4.59,-8.49,-2.85,1.04,3.46,-1.14,9.85,8.84,7.41,6.96,9.96,10.91,,True,True,True,YF,NYSE
404,False,2015-08-10,2015-08-07,GNW,Genworth Financial Inc,Klein Martin P,"EVP, CFO",P - Purchase,4.95,15000.0,94149.0,19.0,74850.0,4.34,5.1,4.76,4.65,4.98,3.66,2.74,2.91,2.59,3.61,3.55,2.52,3.5,3.43,-12.32,3.03,-3.84,-6.06,0.61,-26.06,-44.65,-41.21,-47.68,-27.07,-28.28,-49.09,-29.29,-30.71,True,True,True,YF,NYSE
399,False,2015-08-10,2015-08-07,KOS,Kosmos Energy Ltd.,Chambers Thomas P,"SVP, CFO",P - Purchase,6.559,17000.0,214196.0,9.0,118575.0,5.96,6.3,5.79,6.39,6.73,4.99,4.26,5.25,5.43,6.15,5.45,5.31,5.39,6.3,-9.13,-3.95,-11.72,-2.58,2.61,-23.92,-35.05,-19.96,-17.21,-6.24,-16.91,-19.04,-17.82,-3.95,True,True,True,YF,NYSE
400,False,2015-08-10,2015-08-10,PSIX,"Power Solutions International, Inc.",Gorey Daniel P,CFO,P - Purchase,33.62,500.0,3129.0,19.0,16490.0,28.0,30.9,22.98,18.02,23.53,18.17,11.8,11.09,14.0,13.05,17.68,18.36,13.99,9.65,-16.72,-8.09,-31.65,-46.4,-30.01,-45.95,-64.9,-67.01,-58.36,-61.18,-47.41,-45.39,-58.39,-71.3,False,True,True,YF,
396,False,2015-08-10,2015-08-10,NYMT,New York Mortgage Trust Inc,Nario Kristine Rimando,CFO,P - Purchase,3.347,2200.0,14025.0,19.0,14496.0,2.97,3.03,3.07,2.95,2.83,,2.33,2.53,2.42,2.5,3.06,3.4,3.4,4.11,-11.26,-9.47,-8.28,-11.86,-15.45,,-30.39,-24.41,-27.7,-25.31,-8.57,1.58,1.58,22.8,True,True,True,YF,NASDAQ
397,False,2015-08-10,2015-08-04,ACFC,Atlantic Coast Financial Corp,Keegan Tracy L,"EVP, CFO",P - Purchase,5.5,596.0,596.0,New,3016.0,5.59,5.56,5.8,6.2,5.89,5.69,5.55,5.59,6.15,6.39,6.25,6.05,6.02,7.85,1.64,1.09,5.45,12.73,7.09,3.45,0.91,1.64,11.82,16.18,13.64,10.0,9.45,42.73,True,True,True,YF,
406,False,2015-08-07,2015-08-05,PEIX,"Pacific Ethanol, Inc.",McGregor Bryon T,CFO,P - Purchase,0.0,3000.0,66255.0,5.0,22102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
405,False,2015-08-07,2015-08-06,NMIH,"Nmi Holdings, Inc.",Farrell Glenn Michael,CFO,P - Purchase,8.67,10000.0,21000.0,91.0,85750.0,8.82,8.21,7.83,7.84,7.2,6.7,5.11,4.99,4.64,5.58,6.28,5.3,6.3,11.6,1.73,-5.31,-9.69,-9.57,-16.96,-22.72,-41.06,-42.45,-46.48,-35.64,-27.57,-38.87,-27.34,33.79,True,True,True,YF,NASDAQ
407,False,2015-08-07,2015-08-06,GTE,Gran Tierra Energy Inc.,Ellson Ryan,CFO,P - Purchase,2.22,50000.0,280030.0,22.0,110170.0,2.31,2.35,2.26,2.41,2.3,2.13,2.33,2.17,2.51,2.98,2.93,3.18,2.75,2.36,4.05,5.86,1.8,8.56,3.6,-4.05,4.95,-2.25,13.06,34.23,31.98,43.24,23.87,6.31,True,True,True,YF,AMEX
408,False,2015-08-07,2015-08-06,NLN,"Neulion, Inc.",McCarthy Arthur J,CFO,P - Purchase,0.0,100000.0,559933.0,22.0,59900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
409,False,2015-08-07,2015-08-06,PZG,Paramount Gold Nevada Corp.,Buffone Carlo,CFO,P - Purchase,1.29,11900.0,13900.0,595.0,14375.0,1.26,1.3,1.18,1.19,1.12,1.11,1.01,1.22,1.5,1.45,1.44,1.5,2.08,1.45,-2.33,0.78,-8.53,-7.75,-13.18,-13.95,-21.71,-5.43,16.28,12.4,11.63,16.28,61.24,12.4,True,True,True,YF,AMEX
410,False,2015-08-06,2015-08-04,CAP,"Cai International, Inc.",Page Timothy B,CFO,P - Purchase,0.0,5000.0,9000.0,125.0,65705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,YF,
413,False,2015-08-06,2015-08-05,SSY,Sunlink Health Systems Inc,Stockslager Mark J,"CFO, Princ. Accounting Ofcr.",P - Purchase,1.64,5000.0,103264.0,5.0,8000.0,1.86,1.7,1.63,1.69,1.02,0.91,0.7,0.37,0.5,0.61,0.44,0.56,0.7,1.64,13.41,3.66,-0.61,3.05,-37.8,-44.51,-57.32,-77.44,-69.51,-62.8,-73.17,-65.85,-57.32,0.0,True,True,True,YF,AMEX
